# clang-tidy 20 legacy diagnostic baseline
# New exceptions belong in source as exact, justified NOLINT directives.
include/anvil/sdk/abi.hpp	cppcoreguidelines-macro-usage	1bbdd7b7629c2ccbf186	macro 'ANVIL_DETAIL_THREAD_SANITIZER' used to declare a constant; consider using a 'constexpr' constant
include/anvil/sdk/abi.hpp	cppcoreguidelines-macro-usage	355d34b2ce175a2ea093	macro 'ANVIL_DETAIL_ADDRESS_SANITIZER' used to declare a constant; consider using a 'constexpr' constant
include/anvil/sdk/abi.hpp	cppcoreguidelines-macro-usage	38e7742314e2965d06e6	function-like macro 'ANVIL_PLUGIN_ABI_TAG' used; consider a 'constexpr' template function
include/anvil/sdk/abi.hpp	cppcoreguidelines-macro-usage	e33cc47b362b7876dd16	macro 'ANVIL_DETAIL_UNDEFINED_SANITIZER' used to declare a constant; consider using a 'constexpr' constant
include/anvil/sdk/abi.hpp	misc-redundant-expression	727a2c92a97f35cc958e	both sides of operator are equivalent
src/admission.cpp	readability-math-missing-parentheses	79e188322045a6168ad3	'/' has higher precedence than '+'; add parentheses to explicitly specify the order of operations
src/authentication.cpp	cppcoreguidelines-pro-type-reinterpret-cast	e23ee9bdbb9e162afd7d	do not use reinterpret_cast
src/authentication.cpp	modernize-use-integer-sign-comparison	9205ef28889119b56318	comparison between 'signed' and 'unsigned' integers
src/backup.cpp	bugprone-implicit-widening-of-multiplication-result	047ae26f08ee2404069b	performing an implicit widening conversion to type 'const std::size_t' (aka 'const unsigned long') of a multiplication performed in type 'unsigned int'
src/backup.cpp	concurrency-mt-unsafe	bf0c9fabe0d6ca9db90c	function is not thread safe
src/backup.cpp	cppcoreguidelines-pro-bounds-array-to-pointer-decay	a97de8d99160b724e7bb	do not implicitly decay an array into a pointer; consider using gsl::array_view or an explicit cast instead
src/backup.cpp	cppcoreguidelines-pro-bounds-array-to-pointer-decay	b1eff009a00241b5dfc0	do not implicitly decay an array into a pointer; consider using gsl::array_view or an explicit cast instead
src/backup.cpp	cppcoreguidelines-pro-bounds-pointer-arithmetic	7d6fffd41ba996c1a0a8	do not use pointer arithmetic
src/backup.cpp	cppcoreguidelines-pro-type-vararg	245800fd63ead7659711	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	3ebf6c8eb7a51c971695	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	6d5f73970f0db0598047	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	7456cf623d635d80c94a	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	78e6dbfa5c8d5730e189	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	8aee5d17097c7e3842a7	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	a840e96ac89518f472f6	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	b90034bc79a6ec254f21	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	cb8bd701a110b50b073a	do not call c-style vararg functions
src/backup.cpp	cppcoreguidelines-pro-type-vararg	eb8171d7999ea724a660	do not call c-style vararg functions
src/backup.cpp	modernize-use-integer-sign-comparison	2ceaaaf42835c2edd4b5	comparison between 'signed' and 'unsigned' integers
src/backup.cpp	modernize-use-integer-sign-comparison	430a2adc52d8e55d4008	comparison between 'signed' and 'unsigned' integers
src/backup.cpp	modernize-use-integer-sign-comparison	4d4a755e137d2d9997aa	comparison between 'signed' and 'unsigned' integers
src/backup.cpp	modernize-use-integer-sign-comparison	d497caa8b31ea26e62f0	comparison between 'signed' and 'unsigned' integers
src/health.cpp	bugprone-suspicious-stringview-data-usage	032eb93c2a8c819aa4af	result of a `data()` call may not be null terminated, provide size information to the callee to prevent potential issues
src/health.cpp	concurrency-mt-unsafe	26902c0c2f68a914fa08	function is not thread safe
